Symbol	human_colon_Untr._24h_1	human_colon_Untr._24h_2	human_colon_Untr._24h_3	human_colon_Untr._72h_1	human_colon_Untr._72h_2	human_colon_Untr._72h_3	human_colon_X1000uM_24h_1	human_colon_X1000uM_24h_2	human_colon_X1000uM_24h_3	human_colon_X1000uM_72h_1	human_colon_X1000uM_72h_2	human_colon_X1000uM_72h_3
ZNF273	5.699717252	5.787794666	5.430501702	5.727218056	5.96884354	5.936250751	5.467486163	5.634046531	5.491406756	6.299731946	6.024677178	6.389596965
ZNF274	6.848189559	7.213217463	7.055710201	7.127975277	7.300343903	7.022269582	7.35811189	7.628850015	7.560750256	7.196196589	7.432058169	7.413600353
ZNF275	7.348015062	7.294153327	7.493760039	7.378601727	7.399255455	7.407469097	7.6048631	7.213908683	7.249158485	7.448019088	7.425078737	7.318318202
ZNF276	7.294448548	6.886230586	7.247567227	7.17811334	7.193962295	7.386247501	6.951297252	6.854989169	6.732295871	6.35545155	6.614123088	6.448730169
ZNF277	6.01842611	6.176766309	5.871036231	6.418402403	6.198837518	5.967191854	6.353404707	6.123323856	5.987243762	6.733321345	6.411673263	6.413566082
ZNF28	6.328508937	6.176766309	5.96401822	6.171966835	6.013889143	6.138347899	6.821106188	6.689421291	6.593589247	7.104641798	6.906419279	6.829389311
ZNF280B	5.500707529	5.551941482	5.341489505	5.727218056	5.462291823	5.655342286	6.026260049	5.634046531	5.54895668	5.876782735	5.83407577	6.340319393
ZNF280C	6.355812135	6.198892528	6.050521087	6.396819536	6.198837518	6.083825793	6.353404707	6.156580694	6.183907492	6.705557157	6.663354185	6.872429882
ZNF280D	6.24302463	6.382769388	6.26547359	6.197543408	6.564151336	6.487516562	5.895406283	5.980853245	5.603656483	6.280621778	5.550377077	5.859159072
ZNF281	6.689018232	6.673112252	6.61207876	6.715017905	6.5198486	6.797159115	6.550286663	6.644702637	6.764879631	6.391334467	6.397024257	6.302116188
ZNF282	7.736345415	7.633420982	7.818616473	7.784435785	7.869296183	7.743458324	8.084403554	7.767952888	7.84624385	7.890352509	7.993995115	7.834141314
ZNF283	5.604602837	5.199507456	5.61319272	5.277216079	5.350104907	5.655342286	5.293642194	5.040396794	5.297229909	5.111246691	4.793702285	4.891818265
ZNF286A	7.024386478	6.873003816	7.063596541	7.001159834	6.920192454	6.876331671	6.861465904	6.815427799	7.146999754	7.196196589	7.004188103	7.407829823
ZNF286B	5.44479934	5.145066711	5.135070537	5.188990974	5.267802674	5.28087658	5.139661419	5.582488047	5.398859729	5.469643712	6.482598801	5.593237891
ZNF287	5.908448421	5.904013044	5.851561261	6.171966835	6.236558287	6.164762871	5.293642194	5.52843741	5.430617113	4.437183045	4.859320025	4.891818265
ZNF292	7.195506143	7.323343955	7.428551527	7.420685598	7.513893005	7.751746204	7.581239153	7.949574649	8.067068009	8.406607673	7.965567055	8.355916213
ZNF296	5.256368601	5.250941047	5.341489505	5.304918035	5.177855346	5.160959385	5.426681884	5.040396794	5.491406756	5.610994151	5.71362392	5.497201116
ZNF3	8.540455952	8.557736572	8.577218929	8.698710247	8.716368094	8.585714199	8.539544054	8.531602005	8.443531685	8.000659234	8.136749036	7.901083256
ZNF30	5.256368601	5.145066711	5.095706833	5.019755687	4.902015789	5.28087658	5.544724504	5.980853245	5.491406756	5.95372857	5.075529457	5.681697757
ZNF302	5.604602837	5.904013044	5.831768122	6.09203663	5.686152874	6.055663557	5.922706544	5.819946551	5.681040683	5.706439148	5.71362392	5.497201116
ZNF304	5.184592927	5.756893425	5.564017766	5.781487071	5.530990977	5.804031399	6.001166312	6.422902217	6.339897176	6.13837539	6.496343975	6.516402543
ZNF316	7.040837742	6.642017871	6.860775285	6.688985588	6.753692327	6.66015885	6.428397174	6.339981422	6.664705735	6.925407771	6.801223374	6.681849864
ZNF317	8.557451606	8.465636318	8.601448283	8.423914791	8.46803776	8.688143616	9.053322703	9.121718169	8.935617671	9.03698917	9.131624924	9.097067562
ZNF318	7.975041798	8.343881324	8.521866808	8.289489471	8.270569662	8.350516387	7.179996084	6.893449086	6.897790084	7.414680001	7.389655372	7.545474136
ZNF319	6.750889261	6.776688885	6.833202192	6.822441271	6.99648901	6.764170798	7.081684388	6.930869508	6.641410972	6.391334467	6.614123088	6.802905434
ZNF32	5.98283626	6.263094455	6.192749522	6.197543408	6.035818983	6.289313816	5.838904024	5.942557659	5.907351154	5.469643712	5.964350019	5.33480974
ZNF320	5.449269511	5.930222441	5.397179158	5.7947894135	5.4182054635	5.1010364185	5.963039283	5.7316495055	5.830123462	5.7156447025	5.20597215	5.275471963
ZNF321P	5.553873772	5.551941482	5.401673785	5.383694945	5.714807467	5.094575451	4.95325867	5.411540945	5.603656483	5.164091219	4.859320025	4.377117448
ZNF322	6.328508937	6.626200287	6.727098289	6.806451048	6.5198486	6.713152773	6.736655528	6.598464958	7.045596242	7.040099224	6.985176747	6.970575345
ZNF324	6.532691479	6.438780096	6.590080327	6.579580395	6.34359653	6.487516562	5.895406283	6.311144875	6.629612398	5.431231582	5.85677627	6.302116188
ZNF324B	5.44479934	5.658990307	5.636998672	5.650705287	5.7700951	5.437122195	5.020151381	4.943101596	5.006732712	4.687997995	4.919321691	4.939096156
ZNF326	6.408785741	6.975443827	6.347720904	6.626240046	6.607048303	6.678052974	6.050863035	6.08917982	6.687609204	6.949115382	7.004188103	6.922370661
ZNF329	5.500707529	5.513847485	5.208983246	5.589772767	5.59564035	5.573139439	5.717240225	5.582488047	5.72988655	5.431231582	5.634924613	5.569998421
ZNF330	6.408785741	6.438780096	6.74700939	6.626240046	6.458414091	6.66015885	7.179996084	7.357112302	7.286554855	7.581559545	7.418064699	7.750339179
ZNF331	6.01842611	5.984459127	5.588874797	6.035822732	6.09941347	5.838460755	5.949414775	5.582488047	5.603656483	5.643700315	5.787348893	5.522007454
ZNF333	5.65314684	5.904013044	5.61319272	6.234985984	6.198837518	5.997381656	6.446503303	6.550594921	6.569030941	7.14607276	6.946356293	7.091512288
ZNF334	5.553873772	5.551941482	5.208983246	5.547235121	5.497186016	5.48438402	4.880003691	5.206758235	5.907351154	4.687997995	4.720705535	4.585184197
ZNF335	8.088759483	8.142074661	8.46135603	8.070673468	8.261902574	8.278028602	8.301460341	8.118690282	8.201253289	8.274437477	8.301039224	8.055880415
ZNF337	6.866851919	6.733254112	6.931724311	6.83036736	6.851278932	6.678052974	7.64338394	7.68397156	7.66618116	7.282145361	7.077742134	7.372703015
ZNF337-AS1	5.106753523	5.513847485	5.135070537	5.277216079	5.497186016	5.387645177	4.798395143	4.943101596	5.366099904	4.090695132	4.53793491	4.786668137
ZNF33A	6.624211292	6.626200287	6.544981524	6.511429652	6.504751386	6.7473748	7.231775742	7.183432059	7.406758592	7.464398673	7.418064699	7.360797284
ZNF33B	6.053035322	6.176766309	6.307240195	6.385895314	6.426606992	5.871935648	6.464367435	6.689421291	6.531336345	6.618708457	7.004188103	6.642339296
ZNF34	5.021296073	5.087114367	4.864588577	5.248704525	4.965166502	5.28087658	5.339952546	5.942557659	5.491406756	5.469643712	5.687981923	5.33480974
ZNF341	6.848189559	6.999915292	7.366544488	7.394530365	7.317318175	7.28659371	7.666005223	7.606188776	7.904730861	7.363149461	7.662850037	7.591927485
ZNF343	6.300628394	6.304206713	6.320872373	6.396819536	6.34359653	6.164762871	5.867483257	5.776150229	6.264227739	6.337138653	6.11921796	6.076969686
ZNF346	6.646157947	6.561019766	6.601124138	6.570052571	6.442605192	6.642026685	6.722061282	6.475446467	6.593589247	6.800368625	6.975572781	7.162105584
ZNF347	5.553873772	5.145066711	5.243847203	5.383694945	5.530990977	5.160959385	5.245044607	5.279841659	5.491406756	4.778796795	4.720705535	5.065851511
ZNF35	5.106753523	5.299760611	5.61319272	5.304918035	5.223898027	4.943862987	5.838904024	6.054094336	5.821891384	6.094675806	5.71362392	5.840694651
ZNF350	5.021296073	5.199507456	4.965311566	5.091440481	5.497186016	5.222819534	5.7796275	5.040396794	5.366099904	5.306666416	5.075529457	5.363701697
ZNF354A	5.553873772	5.787794666	5.72757343	5.610450083	5.7700951	5.529659218	5.081983339	5.411540945	5.33225492	5.055015794	5.83407577	5.104136419
ZNF354B	5.106753523	5.390753509	5.430501702	5.188990974	5.078115504	5.387645177	5.339952546	5.347832225	5.398859729	5.610994151	5.458817842	5.681697757
ZNF358	8.033030325	7.730602242	7.907968798	8.096703763	8.071593681	7.91551258	6.646657936	6.475446467	6.35452302	6.426273595	6.468711344	6.289131215
ZNF362	6.646157947	6.577611199	6.644422399	7.082582064	6.964302011	7.103012982	6.722061282	6.854989169	6.743243341	7.09408957	7.095540796	6.946682158
ZNF37A	5.699717252	5.904013044	5.96401822	6.035822732	5.742775789	6.083825793	6.446503303	6.753870177	6.518533734	6.049423499	5.71362392	6.208391828
ZNF37BP	5.787629778	5.725162589	5.981803775	5.630755746	5.686152874	5.904514675	5.081983339	5.52843741	5.681040683	5.164091219	5.661759489	5.702787334
ZNF383	5.44479934	5.725162589	5.588874797	5.946490255	5.686152874	5.694325053	5.975559305	5.942557659	5.753565588	6.35545155	5.879059763	5.964444331
ZNF384	8.149901524	8.310553461	8.367094218	8.390157288	8.452898053	8.33960006	8.122941025	8.110692741	8.181712777	8.149125958	7.835390611	8.158481113
ZNF385A	7.165908541	7.160158895	7.094704136	7.55884472	7.308856586	7.566677949	5.922706544	6.08917982	5.776779159	6.460320714	6.11921796	6.166059749
ZNF385C	4.512620037	4.957764574	4.808379451	4.561205931	4.832911933	4.855956746	5.544724504	5.127473028	5.430617113	5.306666416	5.579273902	5.638325504
ZNF391	5.323164911	5.658990307	5.564017766	5.480178915	5.714807467	5.61498731	5.245044607	5.040396794	5.142830851	5.26146028	5.35863638	5.445809613
ZNF394	6.689018232	6.818793148	6.766635633	6.723586424	6.778745311	6.780763882	7.367376954	7.559752084	7.566817392	7.380535943	7.726493159	7.242379451
ZNF395	9.386197207	9.603274381	9.901281023	9.737152559	9.866690744	9.75746672	8.543601159	8.39361076	8.647925764	7.828683055	7.901961574	8.228442717
ZNF397	6.750889261	6.912310944	7.0869919	6.740564331	6.851278932	6.6236497	7.581239153	7.757722043	7.84624385	7.186314039	7.445914594	7.336680329
ZNF398	7.399622756	7.313680745	7.340959026	7.340721097	7.048534127	7.459170431	7.573276364	7.410556613	7.406758592	7.448019088	6.956163534	7.336680329
ZNF407	6.053035322	5.847298652	5.999339254	5.883147649	5.873521984	5.838460755	6.232267269	6.08917982	5.799548005	6.221556793	6.397024257	6.516402543
ZNF408	6.624211292	6.324290081	6.47437297	6.531255083	6.728173519	6.265337844	6.692397562	6.815427799	6.868234497	6.925407771	6.779185974	7.134293765
ZNF41	5.869497935	5.551941482	5.72757343	5.68959297	5.848485335	5.732040909	5.748846351	5.942557659	5.776779159	5.978347744	5.879059763	5.660216361
ZNF410	7.544029169	7.594201042	7.539367726	7.645475803	7.415087678	7.509050178	7.76706245	8.02815914	7.933099909	8.310890371	8.312352499	8.307509277
ZNF414	6.885265705	6.657653744	6.590080327	6.814469352	6.874633537	6.845205485	6.464367435	6.753870177	6.593589247	6.241543724	6.190115166	6.302116188
ZNF416	5.553873772	5.588767249	5.564017766	5.248704525	5.742775789	5.871935648	6.27390214	5.52843741	5.799548005	5.92861065	6.509949943	6.107361338
ZNF417	5.908448421	5.346279751	5.909076927	6.021369642	5.991569307	5.804031399	6.29423292	5.634046531	5.927813419	5.67549605	5.490204496	5.660216361
ZNF419	5.256368601	5.513847485	5.485901303	5.670313185	5.65677107	5.61498731	5.616904635	5.903038415	5.927813419	5.822652337	5.943573992	5.546263682
ZNF420	5.106753523	4.596275208	5.054473561	5.056359903	5.078115504	5.02268152	5.544724504	4.831519287	5.366099904	5.706439148	5.35863638	5.391798299
ZNF426	6.750889261	7.047605072	6.533467621	6.706395408	6.815489271	6.695715543	7.16940701	7.198753041	7.171243261	7.115115037	6.638961271	7.084253106
ZNF428	6.667756447	6.688397582	6.74700939	6.748975086	6.53477842	6.44595198	7.385726723	7.183432059	6.827817579	7.640303482	7.960773591	7.759396075
ZNF429	5.106753523	5.199507456	4.916650699	5.304918035	5.350104907	5.335676553	5.867483257	5.942557659	6.133208578	5.822652337	5.247485497	5.802895753
ZNF43	5.500707529	5.250941047	5.243847203	5.157634358	5.350104907	4.943862987	5.616904635	5.206758235	5.297229909	5.469643712	5.075529457	4.939096156
ZNF430	5.553873772	5.984459127	5.588874797	5.866786706	5.742775789	5.732040909	6.353404707	6.449432449	6.27971456	6.391334467	6.382212027	6.151634814
ZNF431	5.98283626	5.847298652	5.851561261	5.850202628	6.07856753	5.997381656	6.1892565	6.368201646	6.452624916	6.426273595	5.984784403	6.448730169
ZNF432	5.021296073	4.884146349	5.054473561	5.219320157	5.350104907	5.437122195	5.193847979	5.347832225	5.142830851	5.850019941	5.607442254	5.419151979
ZNF433-AS1	5.184592927	5.299760611	5.512565067	5.5253374	5.65677107	5.732040909	5.949414775	5.730677538	5.366099904	5.469643712	5.579273902	5.964444331
ZNF436	7.150872236	7.244116555	7.476271592	7.60053961	7.521215487	7.469287873	7.35811189	7.198753041	7.19507493	7.528086418	7.189583535	7.481071188
ZNF436-AS1	5.44479934	5.692548218	5.372023384	5.866786706	5.686152874	5.997381656	5.581396869	5.903038415	5.054559299	5.643700315	4.637369276	5.947509855
ZNF438	6.508808874	6.304206713	6.63372644	6.491307711	6.863005562	6.780763882	6.27390214	6.251500777	5.947941654	5.50672551	5.83407577	5.821943693
ZNF44	5.323164911	5.299760611	5.341489505	5.35811043	5.309806339	5.48438402	6.446503303	6.526008615	6.807156306	7.272850698	6.906419279	6.978449337
ZNF440	7.073169644	7.023964101	7.015595773	6.944108208	6.662213937	6.695715543	8.144505532	8.248231697	8.284201039	8.732777948	8.678400597	8.789205354
ZNF441	4.816421725	5.087114367	4.746951956	4.981437301	4.965166502	5.094575451	5.838904024	5.634046531	5.821891384	5.214036022	5.247485497	5.274396163
ZNF443	5.021296073	4.957764574	4.965311566	4.94117018	4.755988756	5.094575451	5.139661419	5.819946551	5.223182633	5.349900336	5.687981923	5.821943693
ZNF444	6.956566768	6.747885641	6.97429225	7.127975277	7.137590042	6.994282152	6.765386174	5.730677538	6.339897176	6.094675806	5.71362392	6.137046232
ZNF445	7.869807842	7.625663106	7.594389937	7.8738502	7.822795336	7.808449844	7.456832971	7.370664109	7.530019287	7.125510496	7.104355891	7.390375553
ZNF446	7.224492753	7.149302088	6.999221113	7.26755311	7.415087678	7.203898446	7.081684388	6.753870177	6.183907492	6.280621778	6.73402174	6.061496929
ZNF449	5.323164911	5.787794666	5.683172463	5.866786706	5.822919954	5.838460755	4.95325867	5.279841659	5.430617113	4.994755799	5.121691195	5.616006185
ZNF45	6.213240607	5.756893425	6.099710345	5.930957538	5.7700951	6.083825793	5.651332531	6.054094336	5.967747966	5.978347744	5.90094338	5.91292899
ZNF451	6.848189559	6.886230586	6.878856329	6.944108208	6.874633537	6.780763882	6.834690985	6.854989169	6.732295871	7.083457116	6.896252645	6.90592299
ZNF460	6.328508937	6.703513766	6.823887377	6.352572276	6.564151336	6.66015885	6.646657936	6.815427799	7.097216777	6.633573223	6.833632064	6.672079028
ZNF461	5.553873772	4.957764574	5.208983246	5.056359903	4.755988756	5.28087658	5.684755501	5.471582749	5.54895668	5.542584109	5.490204496	5.616006185
ZNF462	8.851797385	8.8764782	8.937906951	9.058747824	9.041071462	9.040890577	8.965417304	8.993135116	9.175268033	9.098116884	8.953162966	9.306686975
ZNF468	6.213240607	5.875985755	6.115693105	6.064241427	6.273217287	6.111377705	6.499396682	6.422902217	6.817525656	6.851749797	6.321249168	6.460248794
ZNF471	5.744493576	5.62442178	5.564017766	5.331866262	5.177855346	5.222819534	5.809632091	6.054094336	6.043972743	6.13837539	6.454678421	6.249385934
ZNF473	6.770907596	6.626200287	6.737089988	6.876991394	6.803349925	6.713152773	6.913508815	7.054433021	7.105637861	7.488618225	7.552141112	7.402035646
ZNF48	6.903437708	6.776688885	6.795559168	7.015064611	6.839451888	6.876331671	6.722061282	6.644702637	6.518533734	6.373514405	6.397024257	6.691551274
ZNF480	5.106753523	5.087114367	5.135070537	5.12515473	4.755988756	4.634949932	5.245044607	5.411540945	5.142830851	4.858244659	4.859320025	5.104136419
ZNF483	5.021296073	5.145066711	5.310003152	5.091440481	5.129383055	5.28087658	4.705091379	5.347832225	5.006732712	5.391365282	4.859320025	5.104136419
ZNF484	5.256368601	5.588767249	5.564017766	5.433040683	5.497186016	5.387645177	5.384229241	5.634046531	5.705719658	5.50672551	5.426478946	5.391798299
ZNF485	5.106753523	5.390753509	5.310003152	5.12515473	5.388862523	5.02268152	4.593596996	4.697754708	4.95590063	4.090695132	4.53793491	4.377117448
ZNF487	5.323164911	5.513847485	5.430501702	5.568707106	5.497186016	5.437122195	5.616904635	5.776150229	5.681040683	5.349900336	5.285944203	5.305063464
ZNF488	8.1647877	8.114726919	8.063730101	8.339345652	8.240002831	8.323068235	7.115227707	7.087814648	7.114008566	7.414680001	7.493371227	7.458936309
ZNF490	6.053035322	5.958220021	5.770353611	5.745586377	5.65677107	5.838460755	6.736655528	6.815427799	6.605703492	6.633573223	5.964350019	6.829389311
ZNF493	5.82925913	5.847298652	6.207623498	6.050111962	6.179557462	6.312859472	6.232267269	6.368201646	6.383298589	6.13837539	5.984784403	6.276016436
ZNF496	7.473665543	7.553867356	7.662873677	8.080490387	8.354476239	8.201680633	7.301206587	6.689421291	7.146999754	7.354375287	7.452792264	7.360797284
ZNF497	5.44479934	5.390753509	5.538592003	5.408659696	5.497186016	5.160959385	5.293642194	4.831519287	4.528132371	4.090695132	4.090695132	4.090695132
ZNF500	6.355812135	6.438780096	6.544981524	6.688985588	6.827522621	6.466895488	6.27390214	5.862202929	6.200373867	5.214036022	5.71362392	5.546263682
ZNF502	4.816421725	5.299760611	4.864588577	5.056359903	5.023583329	5.094575451	5.581396869	5.683370883	5.655823335	5.469643712	5.520704727	5.242731868
ZNF503	6.300628394	6.324290081	6.033690701	5.915226798	6.013889143	6.138347899	5.467486163	5.776150229	5.72988655	5.92861065	6.100864068	6.222200587
ZNF506	6.532691479	6.642017871	6.622945704	6.58904164	6.607048303	6.547546817	7.047316249	7.535951404	7.249158485	7.389149595	7.308448471	7.318318202
ZNF507	6.667756447	6.776688885	6.999221113	6.869329149	6.874633537	6.936559578	7.581239153	7.535951404	7.699656282	7.496600267	7.418064699	7.342748311
ZNF510	6.508808874	6.324290081	6.399836733	6.429064098	6.489482728	6.265337844	6.533535972	6.667245244	6.7967083	6.373514405	6.886010822	6.855374249
ZNF511	8.482306125	8.56178586	8.750907573	8.847587572	8.944371933	8.759421833	8.128362671	7.875898515	7.74843777	8.097851924	8.11104475	7.63690954
ZNF512	7.32148611	7.332941409	7.40407412	7.501274731	7.430744619	7.824245144	7.27186876	7.287329407	7.30852518	6.800368625	6.240846908	6.938625552
ZNF512B	6.408785741	6.363562037	6.437624861	6.697718214	6.740992283	6.73037062	5.975559305	5.683370883	5.223182633	5.577312954	5.490204496	5.104136419
ZNF513	7.040837742	6.804900972	7.079236885	7.021965307	7.193962295	7.076613722	6.646657936	6.422902217	6.133208578	6.719509625	6.601531587	6.662237713
ZNF514	6.730574567	6.456939527	6.601124138	6.715017905	6.766275932	6.507825623	6.074996225	6.08917982	6.232692285	5.164091219	5.165563051	5.522007454
ZNF516	7.555424364	7.701400864	7.683298831	7.780418098	7.768603286	7.594637469	7.815024214	7.523899637	7.631899272	7.796819079	7.921835805	7.718178755
ZNF517	6.24302463	5.904013044	5.705584518	5.866786706	6.273217287	6.111377705	4.95325867	5.127473028	5.776779159	5.111246691	4.53793491	5.065851511
ZNF518A	7.266882025	7.469587778	7.254447371	7.290473593	7.193962295	7.008346153	7.516249693	7.673116814	7.732362219	7.75097818	7.638982605	7.754874823
ZNF518B	7.224492753	7.610019152	7.366544488	7.290473593	7.476702214	7.263458232	7.724627274	7.315658258	7.3372963	7.05106557	7.189583535	7.017164592
