Symbol	human_colon_Untr._24h_1	human_colon_Untr._24h_2	human_colon_Untr._24h_3	human_colon_Untr._72h_1	human_colon_Untr._72h_2	human_colon_Untr._72h_3	human_colon_X1000uM_24h_1	human_colon_X1000uM_24h_2	human_colon_X1000uM_24h_3	human_colon_X1000uM_72h_1	human_colon_X1000uM_72h_2	human_colon_X1000uM_72h_3
ATP5MF	8.096546557	7.887804714	8.079181019	7.645475803	7.863565767	7.944683249	8.862085497	9.035881255	8.760028343	8.685036384	8.979377861	8.700719655
ATP5MF-PTCD1	5.908448421	6.035340474	6.033690701	5.899292206	6.09941347	4.634949932	5.809632091	6.08917982	6.025346259	6.072251385	5.322950781	5.569998421
ATP5MG	8.409268143	8.435048223	8.407379487	8.30071934	8.204252103	8.158820981	9.021710533	9.052630541	9.127165928	9.511482923	9.440254782	9.426026289
ATP5MPL	8.546143538	8.674511065	8.504836576	8.525461888	8.34630301	8.490295111	9.354849249	9.647728855	9.187046647	9.267320637	9.700038567	9.289690384
ATP5PB	9.718417734	9.530874629	9.455790823	9.44321175	9.263157087	9.35407171	10.49636429	10.65198137	10.51331296	10.23482481	10.40860063	10.13093656
ATP5PD	8.932120407	8.740277981	8.671777957	8.767011505	8.753884878	8.653337731	9.31273927	9.481503719	9.404402608	9.341717063	9.243980119	9.306686975
ATP5PF	7.43712838	7.610019152	7.647360013	7.324170069	7.484218868	7.076613722	8.197037856	8.39361076	7.84624385	8.48840971	8.681308816	8.2669391
ATP5PO	11.22698257	10.9465188	11.09642292	11.18255429	11.18306203	11.23797136	11.37817766	11.57800019	11.54307536	11.24064095	11.39057373	11.05026322
ATP6	15.89212401	15.76810977	15.72039572	15.53322311	15.99612388	15.81369867	15.74015138	15.74204096	15.65497995	15.42907608	15.43443415	15.55763162
ATP6AP1	10.6157238	10.71118096	10.71749692	10.60333127	10.64333275	10.74270203	10.76526454	10.62566226	10.69395823	11.51440176	11.66955539	11.46045422
ATP6AP1L	5.385774782	5.346279751	5.243847203	5.930957538	5.898054308	5.768582401	4.95325867	4.943101596	4.70700031	4.437183045	4.090695132	4.585184197
ATP6AP2	9.484118083	9.467632812	9.373876551	9.533824132	9.420999802	9.470988733	9.505749577	9.478409334	9.394279428	9.977920136	9.968428766	9.805472573
ATP6V0A1	9.451202921	9.336886318	9.301867032	9.301211139	9.291048775	9.356775651	9.735573387	9.826253162	9.797751902	10.02107475	10.01175624	10.00790813
ATP6V0A2	7.896852062	7.701400864	7.718352301	7.572879495	7.528500354	7.585378661	7.231775742	7.198753041	7.286554855	7.272850698	7.156111702	6.872429882
ATP6V0B	9.156701913	9.172066968	9.156985329	8.927509865	8.930791621	8.865833805	10.42022868	10.65472407	10.35538007	10.90395189	11.14823491	10.94225987
ATP6V0C	10.65039383	10.52603954	10.45088962	10.42548935	10.69960999	10.63328047	11.55805686	11.77927484	11.89752853	11.80458782	12.0104309	11.94343345
ATP6V0D1	9.619552091	9.551353191	9.416931431	9.14211033	9.219163647	9.232722797	9.919790799	10.10225585	10.0655939	10.27677922	10.50925778	10.41920092
ATP6V0E1	8.823994733	8.725920854	8.535906047	8.471867317	8.631559319	8.599495842	10.24853476	10.3044299	10.24334647	10.92168833	11.1002291	10.85205006
ATP6V0E2	8.390412917	8.17950492	8.21121296	8.33115569	8.195173321	8.300725203	8.181479415	7.747417208	7.933099909	7.24459274	7.230331488	7.513638311
ATP6V1A	9.11908211	9.120899354	9.084421301	9.258750088	9.080956329	9.391472751	9.201742026	9.44392518	9.183131136	9.481885867	9.549212236	9.338588509
ATP6V1B1	5.106753523	4.957764574	4.864588577	5.5253374	5.426218392	5.61498731	4.95325867	4.697754708	4.625432521	4.858244659	4.637369276	5.02575845
ATP6V1B2	8.52901278	8.443854372	8.475996301	8.400629022	8.410421422	8.2894218	9.486940235	9.658704352	9.593226826	10.22056432	10.35777942	10.16266775
ATP6V1C1	8.208540097	8.046878793	8.067608497	7.91104436	7.646944105	7.922861276	7.724627274	7.662178613	7.54853762	7.841231981	7.906956118	7.901083256
ATP6V1C2	6.750889261	6.344071982	6.63372644	6.936809212	6.578601815	6.936559578	6.098679158	5.471582749	5.821891384	6.280621778	6.426162862	5.930340578
ATP6V1D	6.532691479	6.963044737	6.533467621	6.626240046	6.474038421	6.82937532	6.926219659	7.272948488	7.114008566	7.186314039	7.189583535	7.001807423
ATP6V1E1	8.945082276	8.949325142	8.736398654	8.764988728	8.744597038	8.914391622	9.784309081	10.14969628	10.08459791	10.18060489	10.16276194	10.05802115
ATP6V1E2	5.44479934	5.588767249	5.27748576	5.589772767	5.388862523	5.48438402	4.090695132	4.521522248	4.090695132	4.090695132	4.090695132	4.090695132
ATP6V1F	10.00481686	9.70365227	9.6500158	10.00791401	10.25317238	10.04575361	10.54059353	10.69791249	10.56909666	10.0482463	10.37491958	10.24268478
ATP6V1FNB	5.106753523	5.087114367	5.135070537	4.805274738	4.902015789	5.28087658	6.098679158	6.018007566	6.006439804	6.460320714	6.33675555	6.235864191
ATP6V1G1	7.706044647	7.545661248	7.771750174	7.636601493	7.44623019	7.824245144	8.039051499	8.406718012	8.177772492	8.274437477	8.308591313	8.295147936
ATP6V1G2-DDX39B	8.482306125	8.17950492	8.888474469	8.896441128	8.624823537	9.020564415	9.90255055	9.987264503	10.01034787	9.339518171	9.142209036	8.795791691
ATP6V1H	8.201340175	8.131198155	7.881745421	8.159781386	8.158271775	8.183468971	7.943791234	7.958522644	8.23576852	8.500287807	8.465410777	8.382444176
ATP7A	6.086722354	6.626200287	6.399836733	6.531255083	6.410414565	6.403053117	6.848143336	6.795213105	6.676205515	6.261228795	5.943573992	6.591280968
ATP7B	8.278617567	8.184773152	8.335317252	8.178175411	8.134716076	8.19563576	6.779529171	6.689421291	6.569030941	6.261228795	6.172753411	6.18032503
ATP8	13.3118187	13.27841258	13.15480203	12.85731025	13.33465587	13.16623988	13.00119369	12.86460594	12.83313612	12.77310518	12.82184216	13.03933947
ATP8A1	8.149901524	8.520770057	8.21121296	8.184254645	8.021069973	8.306343673	6.516574552	6.874352806	6.982854551	7.135829352	6.854822419	7.28086056
ATP8B1	9.720930053	9.833048853	9.744773097	9.672870969	9.50582575	9.546345527	10.46681711	10.60312012	10.63717462	10.95005285	10.84130428	10.99608272
ATP8B3	5.256368601	6.108011138	6.115693105	6.197543408	6.458414091	5.967191854	4.880003691	4.090695132	4.090695132	4.778796795	4.720705535	4.939096156
ATP8B4	6.434501645	5.474374065	6.26547359	5.188990974	5.7700951	4.47667535	4.090695132	5.347832225	4.95590063	5.306666416	4.793702285	4.090695132
ATP9A	7.695799376	8.226235957	7.916604001	7.812246983	7.699441588	7.808449844	7.702925947	7.559752084	7.566817392	8.964610973	8.502077988	8.542561886
ATP9B	7.43712838	7.332941409	7.366544488	7.273318298	7.193962295	7.203898446	7.035669582	7.559752084	7.596770174	6.851749797	6.906419279	6.642339296
ATPAF1	8.596343395	8.478548635	8.449535385	8.532617721	8.559208103	8.557747936	9.404699675	9.236094299	9.208393726	9.445547833	9.82873054	9.648335462
ATPAF2	7.851489464	7.801089608	7.647360013	8.003447508	8.026203395	7.944683249	6.88773194	7.120417799	6.817525656	6.426273595	6.801223374	6.249385934
ATPSCKMT	5.744493576	5.756893425	5.749157463	5.816336282	5.350104907	5.573139439	4.880003691	5.411540945	5.491406756	4.994755799	4.919321691	5.104136419
ATR	7.361094845	7.138360534	7.079236885	6.838248168	7.098707973	6.876331671	6.807386195	6.815427799	6.732295871	6.746995264	6.523419676	6.672079028
ATRAID	10.26273545	10.16474379	10.3079698	10.30345312	10.46564547	10.40687989	11.08505859	11.15840835	10.97591216	10.97220777	11.09533947	10.92336272
ATRIP	7.024386478	7.023964101	6.914324794	7.17811334	6.942422401	6.605020811	6.722061282	6.854989169	7.010090512	6.925407771	6.956163534	6.986279007
ATRIP-TREX1	7.024386478	7.023964101	6.914324794	7.17811334	6.942422401	6.605020811	6.722061282	6.854989169	7.010090512	6.925407771	6.956163534	6.986279007
ATRN	9.308126068	9.35097538	9.3423158	9.574774444	9.57376234	9.503071011	9.530452802	9.550900199	9.576911928	9.821339163	9.866221127	9.915284086
ATRX	7.869807842	7.452113223	7.410233305	7.605097711	7.724981567	7.768178726	7.430585198	7.59472117	7.440250162	7.456232568	7.277719755	7.348790314
ATXN1	8.56307244	8.725920854	8.664131329	8.717661889	8.664772756	8.644502977	9.114538006	9.073296799	9.141362446	9.020606587	8.738271049	8.887025057
ATXN10	9.656769832	9.575549443	9.644851759	9.85770716	9.845152873	9.751316481	8.133763868	8.188726852	8.427045514	7.125510496	7.466448174	7.540217536
ATXN1L	8.371306689	8.456963149	8.555333308	8.352892548	8.283472855	8.237424049	8.708034283	8.400179347	8.595806864	8.736128166	8.550616491	8.688971181
ATXN2	8.896973596	9.177348774	8.997908355	9.047148132	9.0435969	8.862029826	8.407728114	8.507478889	8.62788126	8.38112968	8.128232104	8.382444176
ATXN2L	9.990313766	10.08413658	10.20562259	10.22332803	10.27910046	10.20121119	9.089809115	9.172400057	9.187046647	9.453702511	9.230157783	9.344585709
ATXN3	6.01842611	5.93141416	5.981803775	6.064241427	5.714807467	5.997381656	6.253250667	5.776150229	6.411463507	6.557565161	6.11921796	6.327707656
ATXN7	7.695799376	7.759216908	7.907968798	7.792437348	7.903203892	8.028784721	8.715243033	8.79829574	8.851734491	9.215498876	9.014373026	9.051950166
ATXN7L1	6.709954164	6.950534038	6.905542462	6.972926589	7.088816272	6.764170798	7.310851678	7.287329407	7.358496045	6.525924685	6.745452899	6.729682895
ATXN7L2	6.24302463	6.198892528	6.44998674	6.295095227	6.236558287	6.265337844	6.446503303	6.550594921	6.167228618	7.300552702	7.230331488	7.148268654
ATXN7L3	8.655408973	8.443854372	8.538697505	8.520671452	8.725839446	8.567130631	8.272393235	8.078248185	8.23576852	8.07150944	8.434697931	8.228442717
ATXN7L3B	10.30687357	10.29791862	10.36951057	10.22626763	10.33784583	10.38454109	10.55771213	10.59457515	10.45203649	10.31195372	10.52469815	10.38325638
AUH	5.98283626	5.847298652	5.811644608	5.899292206	5.714807467	5.573139439	5.384229241	5.582488047	5.461444711	5.055015794	4.407571918	5.242731868
AUNIP	6.151537114	6.035340474	6.033690701	6.064241427	5.7700951	5.904514675	5.293642194	4.697754708	5.398859729	5.391365282	5.520704727	5.209983428
AUP1	10.8204674	10.40077663	10.61629205	10.33715496	10.33887341	10.31953243	11.04777264	10.95315848	10.87644913	11.43481018	11.55432383	11.3748284
AURKA	7.975041798	8.052657287	7.836940091	8.013735026	7.840411213	7.759986152	6.88773194	7.423607817	7.249158485	6.960819105	7.095540796	7.189376567
AURKAIP1	8.795644162	8.236416912	8.373366032	8.403235062	8.80541229	8.599495842	9.141525485	9.014666841	9.077401332	8.562030326	9.105901076	8.623815083
AURKB	8.546143538	8.83026066	8.993849671	9.008363125	9.002648432	8.95065976	6.001166312	5.683370883	5.491406756	4.687997995	4.637369276	4.660765046
AURKC	4.512620037	4.449104001	4.507881012	5.304918035	5.223898027	5.222819534	5.684755501	6.018007566	6.080421764	6.15967884	6.33675555	6.611935214
AUTS2	8.914654297	9.216356721	9.316559758	8.93292363	9.033468458	9.106643818	8.171012463	7.757722043	7.960916609	7.926114766	8.012637922	7.957189023
AVIL	4.685298415	4.884146349	4.808379451	4.805274738	4.832911933	4.943862987	6.001166312	6.220625963	5.843827215	6.443405597	6.004889558	5.802895753
AVL9	9.229115872	9.216356721	9.191054933	9.217957712	8.965837373	9.247369789	8.802429867	8.837499075	8.760028343	8.785466889	8.97701432	9.042754513
AVPI1	8.52325683	8.541424324	8.39818274	8.896441128	9.080956329	8.811640482	8.842473857	8.673835312	8.676084453	8.995677751	9.366367154	9.234236207
AXIN1	7.975041798	7.848436045	7.877327651	7.982647741	8.213273732	8.042333048	7.620396941	7.716047738	7.753756227	7.816022761	7.803585768	7.750339179
AXIN2	7.983471248	8.098063997	8.09826303	8.153597182	8.066620837	8.414325944	7.27186876	7.287329407	7.163208571	6.889068659	6.745452899	7.168973184
AXL	6.885265705	6.718464693	6.795559168	7.115155341	6.985842537	7.275073482	5.717240225	5.862202929	5.430617113	4.579539608	4.974858737	5.104136419
AZGP1	7.851489464	8.357931055	8.154029023	8.675202683	8.979092508	8.670846003	8.155167237	8.353555107	8.495050367	8.410810382	8.832828916	8.947415149
AZI2	7.294448548	6.818793148	7.140105686	7.431013736	7.469145461	7.469287873	7.221571344	7.183432059	7.122329508	7.104641798	7.331063242	6.946682158
AZIN1	9.318119479	9.401487608	9.499363938	9.552688763	9.447929109	9.45845668	9.201742026	9.202724972	9.106639283	10.01970264	10.0059767	9.816298661
AZIN2	5.787629778	6.131341238	6.131478512	6.407654717	6.5198486	6.312859472	5.081983339	4.697754708	5.366099904	5.164091219	5.075529457	5.209983428
B2M	11.81515711	11.956901	11.6753549	11.72897829	11.62379652	11.80062755	12.52786086	13.04056503	12.87451007	13.22865891	13.40300597	13.12822473
B3GALNT1	5.44479934	5.250941047	5.208983246	5.188990974	5.177855346	4.943862987	5.581396869	4.831519287	5.223182633	5.610994151	5.026732926	5.391798299
B3GALNT2	6.730574567	7.138360534	6.878856329	6.757334597	6.564151336	6.642026685	7.465475179	7.423607817	7.171243261	8.097851924	8.058208803	8.095668323
B3GALT4	6.300628394	6.438780096	6.162478286	6.644464165	6.634910753	5.936250751	6.662075556	6.188999702	6.664705735	5.643700315	5.426478946	5.391798299
B3GALT5	11.05452009	11.67526504	11.38891997	10.45147055	10.41392722	10.74888723	9.803013362	9.960908524	10.09816892	7.859850837	8.11104475	8.029972431
B3GALT6	7.057097279	6.950534038	6.99096101	6.7821121	6.953405281	6.66015885	6.050863035	6.054094336	6.062328366	4.778796795	5.285944203	5.140813983
B3GAT3	7.334812937	6.999915292	7.191279399	7.17811334	7.21226086	6.980074612	7.573276364	7.24373831	7.479421121	7.62584358	8.026462259	7.68051191
B3GLCT	5.699717252	6.010157812	5.72757343	5.915226798	5.796799428	5.573139439	5.426681884	5.819946551	5.63003901	5.876782735	6.224155487	6.061496929
B3GNT2	8.073057081	8.195251861	8.071476411	8.25814606	8.186036653	8.171197983	8.186684355	8.470517132	8.113207704	8.74280528	8.64004844	8.573572718
B3GNT3	10.14047333	10.2271532	10.26739444	10.51714966	10.61562107	10.44674541	10.20189552	10.08608908	10.23392056	8.484428413	8.458642247	8.677125917
B3GNT4	6.151537114	6.010157812	6.544981524	6.385895314	6.474038421	6.507825623	5.581396869	5.040396794	5.576641564	5.349900336	5.520704727	5.471813321
B3GNT5	8.201340175	8.632787154	8.431619927	8.249477594	8.153591524	8.328600037	9.600175802	9.931801837	9.897852388	10.26524712	10.15233535	9.973504932
B3GNT7	7.716216714	7.351942661	7.18408216	7.847225427	8.01591806	7.922861276	6.692397562	6.815427799	6.936241439	7.431447741	7.432058169	7.28086056
B3GNT8	6.579224592	6.474855807	5.909076927	6.09203663	6.34359653	6.358724538	5.838904024	5.980853245	6.248555287	4.929586551	5.075529457	5.140813983
B3GNT9	5.604602837	6.198892528	5.871036231	6.184818379	6.377426271	6.381073929	6.167203229	6.08917982	6.743243341	6.373514405	6.854822419	6.527357167
B3GNTL1	7.67508489	7.443294391	7.657721235	7.451446564	7.513893005	7.396898125	5.895406283	5.903038415	6.232692285	6.072251385	5.85677627	5.997637077
B4GALNT2	5.787629778	5.346279751	5.705584518	5.589772767	5.223898027	5.936250751	6.12193009	6.251500777	6.216633599	6.50982151	5.393113373	6.235864191
B4GALNT3	7.040837742	6.999915292	7.04777906	6.748975086	6.766275932	6.764170798	5.384229241	5.862202929	6.006439804	5.26146028	5.393113373	5.176050031
B4GALNT4	6.903437708	6.873003816	6.74700939	6.944108208	6.985842537	6.642026685	5.339952546	5.127473028	5.520560382	5.055015794	4.859320025	5.065851511
B4GALT1	10.66220343	10.88575497	10.71565166	10.64730893	10.60455647	10.71348181	11.27906181	11.52052452	11.559013	11.88965085	11.96051702	11.94219887
B4GALT2	8.596343395	8.158236106	8.516212468	8.530236402	8.628195374	8.45534237	7.27186876	7.087814648	7.393136671	6.373514405	6.626598908	6.352811817
B4GALT3	9.656769832	9.452468291	9.659008591	9.644576261	9.700723234	9.684027465	9.098099356	9.137503427	9.114885086	9.028821182	9.263499024	9.005373033
B4GALT4	6.459731492	6.626200287	6.360943269	6.429064098	6.236558287	6.358724538	6.951297252	6.732722366	6.544018506	7.327720687	6.956163534	7.26815005
B4GALT5	10.04947093	10.40977358	10.16201739	10.18001639	9.925339356	10.05076977	10.22980838	10.39579481	10.32018224	10.92535613	10.79848927	10.853627
B4GALT6	7.12030684	7.082332326	7.391674659	7.171943246	7.256991408	6.980074612	7.412812213	7.423607817	7.72696313	7.551250616	7.262100296	7.360797284
B4GALT7	7.814131756	7.708757547	7.588982682	7.383931248	7.673434972	7.585378661	7.281716082	6.893449086	6.897790084	6.180635547	6.137312223	5.997637077
B4GAT1	7.814131756	7.841767714	7.713397198	8.00688491	8.026203395	8.08876677	7.549116451	7.315658258	7.226234139	7.309666988	7.214173836	7.396217623
B9D1	7.766015002	7.520754228	7.728211076	7.98961467	8.010747523	7.862984829	6.446503303	6.220625963	5.776779159	5.111246691	5.165563051	5.363701697
B9D2	6.300628394	6.263094455	6.192749522	6.184818379	6.70217035	6.424675053	6.550286663	6.711243102	6.248555287	7.104641798	7.590010812	7.287173054
BABAM1	9.675024429	9.454644447	9.502222498	9.605588356	9.656888262	9.635874091	9.347915839	9.379030864	9.333766456	9.111068958	9.095045681	9.229382142
BABAM2	9.298062849	9.206057466	9.116502266	9.048810964	9.036007257	9.199965334	9.271805708	9.60297153	9.542190241	8.82375445	8.993478182	8.923562341
BACE1	7.695799376	7.944894515	7.827807702	8.344779769	8.231148396	8.0490594	7.76706245	7.474641199	7.643418643	7.71047683	7.891919775	7.901083256
BACE2	11.17206069	11.2802998	11.21654135	11.36830106	11.31474425	11.36554134	10.91185839	11.26365921	11.18207384	10.98632278	11.10888107	11.1477443
BACH1	6.885265705	7.264345166	7.44063321	7.296145912	7.399255455	7.353805226	7.179996084	7.054433021	7.322984103	7.300552702	7.367967221	7.366762695
BAD	8.073057081	7.951099262	8.004256053	8.263896057	8.464267771	8.140052621	8.595326806	8.451673284	8.228169976	8.639238979	8.909208417	8.882907496
BAG1	7.78545701	7.537407404	7.762189144	7.689035311	7.646944105	7.538156661	7.900031513	7.651155647	7.677427263	8.393925208	8.52169063	8.325853816
BAG2	6.885265705	6.401702729	6.412552235	6.607768279	6.360619467	6.240914072	6.353404707	5.980853245	6.310150004	6.58848167	6.454678421	6.249385934
BAG3	8.585338447	8.609507641	8.606777555	8.77908879	8.716368094	8.692435697	8.862085497	8.73221957	8.538661432	8.681564839	8.6637706	8.77371893
BAG4	7.386896495	7.744981418	7.813998553	7.80830701	7.792943272	7.870608152	7.943791234	7.726581185	7.721543495	8.108254668	8.29344716	7.945350445
BAG5	8.458370571	8.569850361	8.574501387	8.444300856	8.125184236	8.45534237	8.649024949	8.438971914	8.403642113	8.685036384	8.827589844	8.862141073
BAG6	10.86883033	10.63266805	10.70886546	10.7917068	10.95882489	10.78945766	11.0878339	10.755261	10.86367259	11.30962013	11.30938986	11.32150993
BAHCC1	7.104770265	7.274351485	7.385433897	7.329708682	7.334090549	7.469287873	6.372553711	6.018007566	6.006439804	6.662824281	6.536756044	6.71074991
BAHD1	7.544029169	7.821573662	7.752563533	7.8738502	7.936325183	8.062417979	8.078812525	7.856869812	8.11732941	8.484428413	8.243094126	8.606429347
BAIAP2	8.551808697	8.281357146	8.490488828	8.688072613	9.150546504	8.895908939	7.673466404	7.287329407	7.643418643	7.696716277	8.071601763	7.859613864
BAIAP2-DT	6.939082126	6.688397582	6.374034873	6.814469352	6.70217035	6.7473748	6.026260049	5.862202929	5.821891384	4.929586551	5.247485497	5.176050031
BAIAP2L1	10.65302655	10.72836241	10.79294022	10.663122	10.63749884	10.6943799	10.49322732	10.59314605	10.53266086	10.67038399	10.72863089	10.64362134
BAIAP2L2	8.945082276	8.461306282	8.721741861	8.530236402	8.811354754	8.838992298	7.211292321	7.343429156	7.19507493	5.111246691	5.7387148	5.305063464
BAIAP3	6.730574567	6.776688885	6.756857584	7.208563439	7.184722815	7.179349267	6.210940071	5.980853245	5.967747966	6.677217691	6.663354185	6.793963106
BAK1	9.246664462	9.018661956	8.997908355	8.961458059	9.203442903	8.846712533	9.794541488	9.699133843	9.764089154	9.607795481	9.710028109	9.677130039
BAMBI	5.604602837	5.299760611	5.208983246	5.12515473	5.129383055	5.529659218	5.616904635	5.819946551	5.705719658	6.049423499	6.397024257	5.981151142
BANF1	9.8038437	9.78717112	9.840475255	9.83284696	9.865264853	9.865806106	10.27434977	10.13208851	10.06453074	10.5405651	10.64111819	10.5916496
BANK1	5.744493576	6.176766309	5.851561261	5.946490255	5.822919954	5.529659218	5.506791116	5.730677538	5.366099904	5.214036022	4.974858737	4.495097737
BANP	6.579224592	6.818793148	6.737089988	6.550793152	6.740992283	6.527832571	6.481996389	6.732722366	6.569030941	6.443405597	6.896252645	6.71074991
BAP1	8.390412917	8.098063997	8.259443079	8.325669626	8.354476239	8.082224908	8.362488424	8.240927288	8.104928526	7.647478655	8.115360968	8.011175176
BARD1	5.604602837	6.154254257	5.890204514	5.930957538	5.59564035	5.967191854	5.139661419	5.52843741	5.63003901	6.426273595	6.240846908	6.425390724
BARX2	7.37405458	7.512353728	7.505300238	7.572879495	7.528500354	7.547727591	8.267490917	8.406718012	7.983690658	7.309666988	8.071601763	7.675732681
BATF2	6.99088967	6.963044737	6.776344574	6.922095031	7.221321538	6.780763882	7.557215535	8.002441228	7.769593519	8.118582372	8.123954567	8.195553295
BAX	9.314796038	9.161444884	9.088232842	9.302605177	9.102915367	8.999947146	10.04505707	10.09419512	9.775830809	9.328473083	9.775365542	9.57245032
BAZ1A	6.601904418	6.577611199	6.578945777	6.511429652	6.09941347	6.335991233	7.023924849	6.967307143	7.146999754	7.488618225	7.552141112	7.607080271
BAZ1B	8.464391965	8.417272203	8.606777555	8.586326211	8.537849109	8.429844747	8.301460341	8.181111973	8.169859262	8.464354672	8.254871991	8.534703453
BAZ2A	10.67521279	10.66777883	10.73945778	10.75909782	10.74914371	10.81424666	10.24480889	10.14969628	10.17504868	10.50080041	10.23766126	10.37742119
BAZ2B	6.903437708	7.160158895	7.176847827	7.202526012	7.230324182	7.275073482	8.362488424	8.464263285	8.407008907	8.410810382	8.258776543	8.513535011
BBC3	6.408785741	6.492535793	6.486401647	6.688985588	6.863005562	6.6236497	7.64338394	7.020233583	7.02795639	8.355191202	8.382003044	8.411355779
BBIP1	5.787629778	6.198892528	5.871036231	6.210144626	6.236558287	6.265337844	6.001166312	6.422902217	6.295020471	6.180635547	6.756789584	6.691551274
BBS1	8.464391965	8.469953336	8.638344763	8.631451269	8.63491541	8.509892702	7.848321224	7.523899637	7.608576631	6.719509625	6.240846908	6.559696968
BBS10	5.65314684	6.035340474	6.016632433	6.021369642	5.898054308	5.967191854	6.391430037	6.339981422	6.264227739	6.318568111	6.482598801	6.092256185
BBS12	5.553873772	5.551941482	5.512565067	5.899292206	5.7700951	5.804031399	5.838904024	5.819946551	5.753565588	5.736581553	5.458817842	5.546263682
BBS2	8.057180486	8.184773152	8.028343192	8.202339109	8.300498484	8.0490594	7.348785626	7.343429156	7.51753804	7.06194643	7.262100296	7.168973184
BBS4	6.790638483	6.859649323	6.706893519	6.757334597	6.578601815	6.860856207	6.765386174	6.667245244	6.827817579	6.972425086	6.994714879	7.032354374
BBS5	5.500707529	5.390753509	5.372023384	5.5253374	5.563785779	5.655342286	5.717240225	5.683370883	6.025346259	5.95372857	6.044158294	5.981151142
BBS7	6.624211292	6.456939527	6.293465217	6.511429652	6.426606992	6.487516562	6.314253639	6.574741584	6.698918476	6.049423499	6.224155487	5.877346812
BBS9	5.946201033	5.984459127	6.033690701	6.450135325	6.326351367	6.335991233	5.339952546	5.52843741	5.54895668	5.876782735	5.458817842	5.593237891
BBX	7.600111877	7.77331159	7.662873677	7.812246983	7.952602266	7.847614932	7.695618032	7.818033857	7.795604111	7.790359947	7.680491408	8.063197341
BCAM	9.401942856	9.015715752	9.17142878	9.631327444	9.628588511	9.611180393	9.286386028	9.060932675	9.185090223	9.308375992	9.394963371	9.227760478
BCAP29	6.848189559	6.776688885	6.655034976	6.626240046	6.549544745	6.335991233	6.765386174	7.104211189	7.271715289	7.05106557	7.230331488	7.017164592
BCAP31	9.37985045	9.467632812	9.180382927	9.188096358	9.189830044	9.03752275	9.777446903	10.05942527	9.688799272	9.852504644	10.15964187	9.93925149
BCAR1	9.331337098	9.256832726	9.057454199	9.332937594	9.393557612	9.470988733	9.51815412	9.61147008	9.474942651	9.625948333	9.707181011	9.650757103
BCAR3	8.21570403	8.210827638	8.332100502	8.208316901	8.394658363	8.272297878	8.128362671	8.406718012	8.689959639	7.633091916	7.748948477	7.803836862
BCAS1	7.12030684	7.562026286	6.999221113	6.861624207	6.70217035	6.797159115	7.557215535	7.511744575	7.608576631	8.05008069	8.145215618	8.208799772
BCAS2	6.709954164	6.474855807	6.61207876	6.570052571	6.621050945	6.289313816	6.938815087	7.104211189	6.973656146	6.618708457	7.022943438	7.216127881
BCAS3	6.973834109	7.011991583	6.706893519	7.335225634	7.476702214	7.342823353	7.058866524	6.967307143	7.19507493	6.960819105	6.875692643	7.162105584
BCAS4	6.213240607	6.084246769	6.131478512	6.396819536	6.53477842	6.424675053	6.410041911	6.220625963	6.167228618	6.40891866	6.411673263	6.092256185
BCAT2	8.696890884	8.439458049	8.560836044	8.746654562	8.793453206	8.529226508	8.775100874	8.298346453	8.334592447	8.460306031	8.588300133	8.54517184
BCCIP	5.946201033	6.084246769	6.177702611	5.899292206	5.822919954	5.732040909	6.410041911	6.311144875	6.664705735	6.773941017	7.181290134	6.872429882
BCDIN3D	7.32148611	7.070852238	7.281636495	7.30179549	7.283162701	7.428376882	7.231775742	7.087814648	6.991992539	6.541837664	6.73402174	6.720249126
BCKDHA	6.939082126	7.127332863	5.538592003	6.994155036	8.051597774	7.640047542	7.780931246	7.462054285	6.775571268	5.902970491	4.637369276	5.242731868
BCKDHB	8.33888657	8.315362252	8.21820313	8.178175411	7.952602266	7.987352284	6.583177588	6.815427799	7.010090512	6.299731946	6.563039713	6.425390724
BCKDK	10.46506245	10.27963019	10.3185458	10.37605507	10.69239281	10.44927993	8.845761084	8.837499075	8.736158191	6.677217691	7.147617425	6.846766831
BCL10	7.577943912	7.801089608	7.340959026	7.307422512	7.469145461	7.566677949	8.750754489	8.752875914	8.575016757	9.04780823	9.120962443	8.980543944
BCL11A	6.903437708	6.846164514	6.923051838	7.140678925	7.391272353	7.191677511	7.035669582	6.339981422	6.786180384	6.373514405	6.985176747	6.986279007
BCL11B	7.040837742	7.011991583	7.140105686	6.987114812	6.874633537	6.906772829	5.717240225	5.279841659	5.33225492	5.610994151	5.520704727	5.763863868
BCL2L1	12.24231889	12.14810165	12.14127682	12.27812751	12.40904064	12.34947311	12.38540545	12.25548676	12.21766463	11.94526136	12.12361697	12.00337954
BCL2L11	6.939082126	7.127332863	6.923051838	7.001159834	7.098707973	7.141700878	7.376581632	7.104211189	7.226234139	8.736128166	9.002802242	8.834688729
BCL2L12	8.452323821	8.081204841	8.21820313	8.423914791	8.144184894	7.808449844	7.912671676	8.126643402	7.705159711	8.845627143	8.845843732	8.703057874
BCL2L13	8.752042254	8.952410267	8.733966205	8.989437777	9.080956329	8.968456764	8.725988848	8.880362451	8.681650606	8.967463097	9.014373026	8.903378482
BCL2L14	8.458370571	8.324931741	8.392018676	8.734300634	8.886452874	8.505018316	7.320431233	7.357112302	7.466484161	6.746995264	6.745452899	7.009507169
