Symbol	mouse_inviro_colon_Untr_24hr_1	mouse_inviro_colon_Untr_24hr_2	mouse_inviro_colon_Untr_24hr_3	mouse_inviro_colon_Untr_72hr_1	mouse_inviro_colon_Untr_72hr_2	mouse_inviro_colon_Untr_72hr_3	mouse_inviro_colon_X1000_24hr_1	mouse_inviro_colon_X1000_24hr_2	mouse_inviro_colon_X1000_24hr_3	mouse_inviro_colon_X1000_72hr_1	mouse_inviro_colon_X1000_72hr_2	mouse_inviro_colon_X1000_72hr_3
RALGAPB	1362.19488728228	1557.86958916048	1607.16831988386	3149.66383927896	2996.40858771488	3157.82563764704	1317.41406603959	1420.56481362859	1157.33206654961	1445.97301887083	1620.55916950695	1537.93993433217
RALGDS	713.778237011054	815.751149714409	676.548304133341	939.024027960817	950.534860928537	890.922593693522	833.229646692098	1041.51135961797	1256.95893024111	1439.55597884626	1455.71878662927	1350.02073695874
RALGPS1	210.196920992849	250.682148441649	175.726832242426	515.815955974234	455.098301206264	431.602500944862	182.244853215324	170.928309869276	141.138056896294	712.291442727791	654.906386027553	788.56890186147
RALGPS2	291.898904417632	429.386254261438	442.245861143439	696.052805455579	628.863107121383	661.262547319192	361.40081061344	251.521450792095	306.352605851368	359.354241376183	438.831830093292	410.424750091642
RALY	1553.82317567859	1476.79087448298	1658.4219792879	807.580579720278	765.392597483262	769.163172555408	1145.9803481845	968.88896889631	1088.42348582966	1128.32953765438	1007.97666556962	1003.00430499924
RAMAC	298.583612152387	272.192827845883	331.68439585758	316.659216215843	320.637439486231	370.227833379308	228.578290473458	161.186281845638	173.516787596032	68.4484269287967	41.2100957194208	66.8669536666159
RAMP1	324.579697787545	254.818817557848	180.120003048487	94.5994513852361	85.8480886366361	104.930883257237	230.122738382062	347.17045320599	266.501860374767	86.6300403317584	59.0306776521434	131.428150310245
RAMP2	11.8839248617865	4.13666911619883	23.4302442989902	42.8186990480542	35.1666869113931	57.4150115935825	0	0	0	208.553800798678	113.606209821106	192.530711419394
RAMP3	0	0	0	8.96205328912763	8.27451456738662	7.91931194394242	0	0	0	4.2780266830498	24.5033001574935	10.3759066034404
RAN	7058.30862259734	6312.55707131941	7556.25378642433	3562.91407427763	3884.88458938802	3156.83572365405	6001.72457283687	5751.33908959108	7159.8506039626	3658.78232067834	4132.14743565003	4032.76903320383
RANBP1	3040.79927400963	2151.06794042339	2676.17321602528	2000.52945087304	2910.56049907824	2066.94041736897	796.935120839893	809.473964873151	1003.74065169188	2305.85638216384	2423.59914285026	2335.73186428558
RANBP10	513.979750272268	487.299621888222	393.188787142429	398.313479516783	403.382585160098	426.652930979898	692.684887009093	580.97912577329	613.535435566832	565.769028833336	525.707167015314	619.095760671944
RANBP17	28.224321546743	19.0286779345146	37.3419518515156	32.8608620601346	28.9608009858532	16.8285378808776	10.8111353602311	12.3989447573568	11.6231340973419	21.390133415249	11.1378637079516	0
RANBP3	825.190032590302	732.190433567193	801.75367210607	396.3219121192	373.387469853321	445.461296846761	620.868059258987	473.816817513278	618.516778751407	697.318349337117	598.103281117	732.077854798295
RANBP3L	4.45647182316995	9.10067205563742	18.3048783585861	14.9367554818794	16.5490291347732	21.7781078458417	33.9778539892978	38.96811209455	34.0391784279298	0	26.7308728990838	0
RANBP6	69.0753132591342	45.5033602781871	96.6497577333344	108.540423168323	101.362803450486	102.951055271251	212.361587433111	229.380478011101	156.082086450019	80.2130003071837	150.361160057346	93.3831594309636
RANBP9	199.055741434924	196.905449931064	232.105857586871	521.790658166986	497.50518836412	516.735104342243	193.828212529858	224.066644543662	270.652979695247	325.130027911785	384.256297924329	418.494899672096
RANGAP1	1622.89848893772	1633.98430089854	1446.81758546264	544.693683239201	664.029794032776	576.129943921811	810.835152017333	615.519043311641	585.307824187573	1004.26676384594	908.849678568849	1077.94140824631
RANGRF	398.111482869849	295.358174896596	314.84390776768	74.6837774093969	70.3333738227862	66.3242375305178	165.255926220676	56.6808903193454	107.098878468364	101.603133722433	92.4442687759981	109.523458591871
RAP1A	285.956941986738	281.29349990152	390.260006605055	187.207335372888	186.176577766199	246.488584255208	248.656113285316	475.588095335757	381.90297748409	133.688333845306	126.971646270648	122.205122218298
RAP1B	375.086378450137	258.955486674047	377.812689321216	819.529984105782	1087.06435129042	968.135885146961	524.340064971209	772.277130601081	423.414170688883	579.672615553247	893.256669377717	643.306209413304
RAP1GAP	285.956941986738	498.054961590339	381.473664992934	280.811003059332	334.083525658235	299.943939876819	345.184107573093	123.103808662328	160.233205770499	228.874427543164	134.768150866214	199.447982488354
RAP1GAP2	872.725732037449	1020.92993787787	834.702453151525	604.440705166719	548.186590089363	531.583814237135	1505.83671088933	1308.08867190114	1063.51676990678	563.630015491811	608.127358454156	549.923049982341
RAP1GDS1	777.654333143156	768.593121789742	834.702453151525	1547.4478679227	1479.06947892036	1402.7081280708	578.395741772364	858.184104991339	885.84886299027	1245.97527143825	1227.39258061626	1155.18426851636
RAP2A	267.388309390197	346.652871937462	441.513666009096	607.428056263095	565.76993354506	578.109771907797	437.078758135058	597.806265086846	449.98133433995	277.002227727474	396.507948003076	334.334768333079
RAP2B	98.7851254136006	72.8053764450994	79.0770745090918	80.6584796021486	100.328489129563	90.082173362345	138.228087820098	121.332530839849	138.647385304007	140.105373869881	177.09203295643	168.320262678033
RAP2C	265.160073478612	266.401491083205	245.285370005053	416.237586095039	410.622785406561	410.814307092013	380.706409470995	302.002868732762	299.710814938601	695.179335995592	625.947940386879	734.383611821281
RAPGEF1	876.439458556757	797.549805603134	828.112696942434	436.153260070878	467.510073057344	462.289834727639	650.984793476773	732.423379595291	645.91416626657	636.356469103657	516.796876048953	593.732433419089
RAPGEF2	305.268319887142	268.056158729684	369.026347709095	406.279749107119	394.073756271788	324.691789701639	586.117981315387	675.742489275946	627.649241256461	962.556003686204	1045.84540217665	961.500678585477
RAPGEF3	15.5976513810948	24.820014697193	8.05414647777787	26.8861598673829	25.8578580230832	31.6772477757697	74.1334996130133	30.1117229821522	10.792910233246	45.9887868427853	51.2341730565773	70.325589201096
RAPGEF4	8.17019834247824	3.30933529295906	0	68.7090752166451	65.1618022181696	76.2233774604458	14.6722551317422	8.85638911239772	7.47201477686264	177.538107346567	131.426791753829	170.62601970102
RAPGEF5	188.657307180861	217.588795512058	246.74976027374	339.562241288058	328.911954053618	301.923767862805	299.622894269262	143.473503620843	96.3059682351184	179.677120688091	138.1095099786	96.8417949654437
RAPGEF6	488.726409940971	461.652273367789	562.325863175764	866.331817949004	726.088653288176	783.021968457307	533.606752422835	502.157262672951	348.694022920256	320.852001228735	383.142511553534	338.946282379053
RAPGEFL1	712.29274640333	787.621799724257	642.867327953543	779.698636154103	610.245449344763	704.818763010876	408.506471825875	356.026842318388	254.04850241333	270.5851877029	147.019800944961	131.428150310245
